location,time_seq,gen_capacity,CL,GC,GG
5,1,1.0,1.859,0.0,0.0
5,3,1.0,1.924,0.0,0.0
5,9,1.0,0.888,0.0,0.006
5,62,1.0,0.072,0.0,0.0
5,72,1.0,0.094,0.0,0.063
5,79,1.0,0.202,0.0,0.031
5,84,1.0,1.38,0.0,0.0
5,102,1.0,2.047,0.0,0.0
5,114,1.0,0.068,0.0,0.056
5,115,1.0,0.894,0.0,0.156
5,119,1.0,0.168,0.0,0.269
5,121,1.0,0.162,0.0,0.281
5,141,1.0,0.39,0.0,0.0
5,143,1.0,0.349,0.0,0.0
5,149,1.0,0.196,0.0,0.0
5,159,1.0,0.1,0.0,0.0
5,163,1.0,0.115,0.0,0.038
5,165,1.0,0.2,0.0,0.1
5,166,1.0,0.326,0.0,0.081
5,170,1.0,0.085,0.0,0.288
5,179,1.0,0.2,0.0,0.0
5,188,1.0,0.432,0.0,0.0
5,197,1.0,2.013,0.0,0.0
5,203,1.0,0.058,0.0,0.0
5,204,1.0,0.118,0.0,0.0
5,209,1.0,0.125,0.0,0.025
5,213,1.0,0.08,0.0,0.05
5,219,1.0,0.091,0.0,0.1
5,233,1.0,0.355,0.0,0.0
5,234,1.0,0.463,0.0,0.0
5,250,1.0,0.083,0.0,0.0
5,254,1.0,0.135,0.0,0.0
5,259,1.0,0.248,0.0,0.031
5,262,1.0,0.368,0.0,0.038
5,268,1.0,0.168,0.0,0.256
5,280,1.0,1.131,0.0,0.0
5,287,1.0,0.572,0.0,0.0
5,296,1.0,0.135,0.0,0.0
5,299,1.0,0.149,0.0,0.0
5,307,1.0,0.377,0.0,0.031
5,316,1.0,0.115,0.0,0.088
5,317,1.0,0.234,0.0,0.031
5,321,1.0,0.157,0.0,0.019
5,324,1.0,0.273,0.0,0.0
5,331,1.0,0.447,0.0,0.0
5,332,1.0,0.389,0.0,0.0
5,334,1.0,0.31,0.0,0.0
5,335,1.0,0.125,0.0,0.0
5,339,1.0,1.958,0.0,0.0
5,340,1.0,1.899,0.0,0.0
5,341,1.0,1.957,0.0,0.0
5,345,1.0,0.056,0.0,0.0
5,346,1.0,0.101,0.0,0.0
5,353,1.0,0.047,0.0,0.006
5,362,1.0,0.212,0.0,0.125
5,365,1.0,0.333,0.0,0.044
5,372,1.0,1.368,0.0,0.0
5,374,1.0,0.349,0.0,0.0
5,375,1.0,0.363,0.0,0.0
5,378,1.0,0.351,0.006,0.0
5,385,1.0,1.899,0.0,0.0
5,387,1.0,2.039,0.0,0.0
5,389,1.0,0.062,0.0,0.0
5,396,1.0,0.122,0.0,0.0
5,397,1.0,0.052,0.0,0.0
5,400,1.0,0.185,0.0,0.0
5,401,1.0,0.117,0.0,0.006
5,403,1.0,0.054,0.0,0.013
5,405,1.0,0.108,0.0,0.144
5,407,1.0,0.177,0.0,0.081
5,408,1.0,0.193,0.0,0.138
5,409,1.0,0.235,0.0,0.075
5,412,1.0,0.218,0.0,0.256
5,414,1.0,0.205,0.0,0.194
5,417,1.0,0.255,0.0,0.019
5,418,1.0,0.113,0.0,0.006
5,422,1.0,0.503,0.0,0.0
5,425,1.0,0.44,0.0,0.0
5,428,1.0,0.422,0.0,0.0
5,432,1.0,0.235,0.0,0.0
5,436,1.0,1.934,0.0,0.0
5,437,1.0,1.928,0.0,0.0
5,440,1.0,0.045,0.0,0.0
5,444,1.0,0.06,0.0,0.0
5,447,1.0,0.044,0.0,0.0
5,453,1.0,0.237,0.0,0.131
5,455,1.0,0.161,0.0,0.181
5,456,1.0,0.414,0.0,0.275
5,460,1.0,0.605,0.0,0.131
5,464,1.0,0.758,0.0,0.044
5,467,1.0,0.445,0.0,0.0
5,469,1.0,0.458,0.0,0.0
5,471,1.0,0.453,0.0,0.0
5,473,1.0,0.348,0.0,0.0
5,477,1.0,0.336,0.0,0.0
5,479,1.0,0.204,0.0,0.0
5,480,1.0,0.239,0.0,0.0
5,482,1.0,1.98,0.0,0.0
5,484,1.0,1.974,0.0,0.0
5,485,1.0,1.078,0.0,0.0
5,486,1.0,0.145,0.0,0.0
5,488,1.0,0.14,0.0,0.0
5,490,1.0,0.117,0.0,0.0
5,493,1.0,0.145,0.0,0.0
5,494,1.0,0.153,0.0,0.0
5,495,1.0,0.134,0.0,0.0
5,499,1.0,0.238,0.0,0.044
5,500,1.0,0.377,0.0,0.069
5,501,1.0,0.245,0.0,0.075
5,506,1.0,0.343,0.0,0.063
5,507,1.0,0.708,0.0,0.075
5,508,1.0,0.29,0.0,0.075
5,510,1.0,0.22,0.0,0.031
5,514,1.0,0.348,0.0,0.006
5,515,1.0,0.431,0.0,0.0
5,519,1.0,0.771,0.0,0.0
5,520,1.0,0.771,0.006,0.0
5,521,1.0,0.694,0.0,0.0
5,523,1.0,0.501,0.0,0.0
5,528,1.0,0.179,0.0,0.0
5,529,1.0,1.878,0.0,0.0
5,531,1.0,1.99,0.0,0.0
5,532,1.0,2.01,0.0,0.0
5,533,1.0,1.908,0.0,0.0
5,535,1.0,0.1,0.0,0.0
5,536,1.0,0.097,0.0,0.0
5,537,1.0,0.115,0.0,0.0
5,538,1.0,0.089,0.006,0.0
5,540,1.0,0.332,0.0,0.0
5,541,1.0,0.128,0.0,0.0
5,542,1.0,0.12,0.0,0.0
5,544,1.0,0.184,0.0,0.0
5,545,1.0,0.087,0.0,0.006
5,547,1.0,0.1,0.0,0.05
5,550,1.0,0.084,0.0,0.05
5,552,1.0,0.595,0.0,0.081
5,553,1.0,0.291,0.0,0.069
5,555,1.0,0.098,0.0,0.025
5,559,1.0,0.116,0.0,0.075
5,560,1.0,0.06,0.0,0.013
5,561,1.0,0.086,0.0,0.013
5,563,1.0,0.082,0.0,0.0
5,564,1.0,0.064,0.0,0.0
5,567,1.0,1.082,0.0,0.0
5,568,1.0,0.365,0.0,0.0
5,569,1.0,0.298,0.0,0.0
5,570,1.0,0.652,0.006,0.0
5,571,1.0,0.343,0.0,0.0
5,573,1.0,0.426,0.0,0.0
5,574,1.0,0.243,0.0,0.006
5,576,1.0,0.149,0.0,0.0
5,577,1.0,2.172,0.0,0.0
5,578,1.0,1.936,0.0,0.0
5,580,1.0,1.955,0.0,0.0
5,583,1.0,0.098,0.0,0.0
5,586,1.0,0.082,0.0,0.0
5,587,1.0,1.515,0.006,0.0
5,589,1.0,0.082,0.0,0.0
5,590,1.0,0.087,0.0,0.0
5,593,1.0,0.132,0.0,0.0
5,594,1.0,0.14,0.0,0.025
5,595,1.0,0.093,0.0,0.038
5,597,1.0,0.206,0.0,0.156
5,600,1.0,0.306,0.0,0.069
5,602,1.0,0.127,0.0,0.044
5,603,1.0,0.086,0.0,0.025
5,604,1.0,0.087,0.0,0.05
5,605,1.0,0.079,0.0,0.056
5,607,1.0,0.141,0.0,0.044
5,608,1.0,0.103,0.0,0.019
5,609,1.0,0.123,0.0,0.006
5,611,1.0,0.31,0.0,0.0
5,612,1.0,0.382,0.0,0.0
5,622,1.0,0.378,0.0,0.0
5,627,1.0,1.982,0.0,0.0
5,628,1.0,1.942,0.0,0.0
5,630,1.0,0.102,0.0,0.0
5,635,1.0,1.461,0.0,0.0
5,637,1.0,0.097,0.0,0.0
5,638,1.0,0.108,0.0,0.0
5,640,1.0,0.604,0.0,0.0
5,643,1.0,0.235,0.0,0.019
5,646,1.0,0.096,0.0,0.256
5,647,1.0,0.156,0.0,0.275
5,648,1.0,0.093,0.0,0.288
5,651,1.0,0.064,0.0,0.281
5,653,1.0,0.15,0.0,0.244
5,654,1.0,0.11,0.0,0.213
5,655,1.0,0.241,0.0,0.181
5,656,1.0,0.381,0.0,0.094
5,657,1.0,0.334,0.0,0.013
5,658,1.0,1.258,0.0,0.0
5,659,1.0,0.535,0.0,0.0
5,663,1.0,0.705,0.0,0.0
5,666,1.0,0.612,0.0,0.006
