location,time_seq,gen_capacity,CL,GC,GG
6,1,2.0,0.0,0.036,0.0
6,26,2.0,0.0,0.033,0.519
6,49,2.0,0.0,0.036,0.0
6,57,2.0,0.0,0.035,0.0
6,59,2.0,0.0,0.035,0.0
6,95,2.0,0.0,0.035,0.0
6,128,2.0,0.0,0.034,0.044
6,132,2.0,0.0,0.033,0.0
6,136,2.0,0.0,0.033,0.0
6,140,2.0,0.0,0.034,0.0
6,142,2.0,0.0,0.04,0.0
6,158,2.0,0.0,0.034,0.0
6,170,2.0,0.0,0.034,0.275
6,172,2.0,0.0,0.034,0.188
6,183,2.0,0.0,0.033,0.006
6,197,2.0,0.0,0.034,0.0
6,221,2.0,0.0,0.033,0.044
6,239,2.0,0.0,0.034,0.0
6,246,2.0,0.0,0.034,0.0
6,253,2.0,0.0,0.034,0.0
6,259,2.0,0.0,0.033,0.106
6,269,2.0,0.0,0.033,0.138
6,272,2.0,0.0,0.033,0.0
6,275,2.0,0.0,0.033,0.0
6,280,2.0,0.0,0.032,0.0
6,281,2.0,0.0,0.038,0.0
6,282,2.0,0.0,0.033,0.0
6,285,2.0,0.0,0.033,0.0
6,301,2.0,0.0,0.033,0.0
6,303,2.0,0.0,0.039,0.0
6,305,2.0,0.0,0.032,0.0
6,309,2.0,0.0,0.032,0.125
6,331,2.0,0.0,0.033,0.0
6,335,2.0,0.0,0.033,0.0
6,336,2.0,0.0,0.033,0.0
6,341,2.0,0.0,0.033,0.0
6,343,2.0,0.0,0.033,0.0
6,350,2.0,0.0,0.033,0.0
6,353,2.0,0.0,0.033,0.113
6,354,2.0,0.0,0.032,0.244
6,355,2.0,0.0,0.033,0.213
6,358,2.0,0.0,0.041,0.519
6,364,2.0,0.0,0.043,0.131
6,369,2.0,0.0,0.043,0.031
6,372,2.0,0.0,0.043,0.0
6,374,2.0,0.0,0.043,0.0
6,375,2.0,0.0,0.043,0.0
6,381,2.0,0.0,0.044,0.0
6,384,2.0,0.0,0.044,0.0
6,386,2.0,0.0,0.044,0.0
6,387,2.0,0.0,0.044,0.0
6,388,2.0,0.0,0.043,0.0
6,390,2.0,0.0,0.044,0.0
6,391,2.0,0.0,0.044,0.0
6,393,2.0,0.0,0.044,0.0
6,396,2.0,0.0,0.044,0.0
6,397,2.0,0.0,0.044,0.0
6,404,2.0,0.0,0.044,0.519
6,405,2.0,0.0,0.043,0.588
6,406,2.0,0.0,0.043,0.644
6,412,2.0,0.0,0.044,0.063
6,417,2.0,0.0,0.043,0.038
6,431,2.0,0.0,0.044,0.0
6,433,2.0,0.0,0.044,0.0
6,434,2.0,0.0,0.044,0.0
6,437,2.0,0.0,0.044,0.0
6,438,2.0,0.0,0.044,0.0
6,441,2.0,0.0,0.044,0.0
6,443,2.0,0.0,0.044,0.0
6,446,2.0,0.0,0.043,0.0
6,451,2.0,0.0,0.043,0.281
6,452,2.0,0.0,0.044,0.231
6,455,2.0,0.0,0.044,0.356
6,458,2.0,0.0,0.044,0.113
6,460,2.0,0.0,0.044,0.194
6,462,2.0,0.0,0.043,0.15
6,467,2.0,0.0,0.043,0.0
