location,time_seq,gen_capacity,CL,GC,GG
7,611,2.16,0.0,0.099,0.0
7,612,2.16,0.0,0.313,0.0
7,613,2.16,0.0,1.555,0.0
7,616,2.16,0.0,0.238,0.0
7,617,2.16,0.0,0.168,0.0
7,618,2.16,0.0,0.225,0.0
7,620,2.16,0.0,0.113,0.0
7,621,2.16,0.0,0.16,0.0
7,622,2.16,0.0,0.104,0.0
7,623,2.16,0.0,0.159,0.0
7,624,2.16,0.0,0.075,0.0
7,625,2.16,1.76,0.112,0.0
7,626,2.16,1.711,0.1,0.0
7,628,2.16,1.493,0.125,0.0
7,629,2.16,0.0,0.076,0.0
7,630,2.16,0.0,0.117,0.0
7,633,2.16,0.0,0.103,0.0
7,634,2.16,0.0,0.091,0.0
7,635,2.16,0.0,0.111,0.0
7,637,2.16,0.0,0.084,0.0
7,639,2.16,0.0,0.114,0.0
7,640,2.16,0.0,0.216,0.006
7,642,2.16,0.0,0.282,0.0
7,643,2.16,0.0,0.187,0.025
7,644,2.16,0.0,0.091,0.113
7,648,2.16,0.0,0.133,0.756
7,649,2.16,0.0,0.118,0.769
7,655,2.16,0.0,0.085,0.475
7,656,2.16,0.0,0.122,0.375
7,657,2.16,0.0,0.3,0.244
7,658,2.16,0.0,0.762,0.106
7,661,2.16,0.0,0.317,0.0
7,662,2.16,0.0,0.239,0.0
7,663,2.16,0.0,0.195,0.0
7,664,2.16,0.0,0.374,0.0
7,665,2.16,0.0,0.194,0.0
7,667,2.16,0.0,0.192,0.0
7,668,2.16,0.0,0.111,0.0
7,669,2.16,0.0,0.13,0.0
7,670,2.16,0.0,0.134,0.0
7,671,2.16,0.0,0.198,0.0
7,673,2.16,1.732,0.086,0.0
7,675,2.16,1.765,0.114,0.0
7,676,2.16,1.763,0.089,0.0
7,677,2.16,1.717,0.109,0.0
7,678,2.16,0.622,0.085,0.0
7,679,2.16,0.0,0.119,0.0
7,680,2.16,0.0,0.101,0.0
7,681,2.16,0.0,0.089,0.0
7,682,2.16,0.0,0.125,0.0
7,683,2.16,0.0,0.06,0.0
7,685,2.16,0.0,0.056,0.0
7,686,2.16,0.0,0.21,0.0
7,690,2.16,0.0,0.106,0.338
7,691,2.16,0.0,0.285,0.463
7,692,2.16,0.0,0.142,0.556
7,693,2.16,0.0,0.314,0.638
7,695,2.16,0.0,0.301,0.731
7,697,2.16,0.0,0.138,0.763
7,698,2.16,0.0,0.343,0.75
7,699,2.16,0.0,0.123,0.725
7,700,2.16,0.0,0.081,0.675
7,701,2.16,0.0,0.131,0.613
7,702,2.16,0.0,0.078,0.569
7,704,2.16,0.0,0.094,0.294
7,705,2.16,0.0,0.271,0.213
7,706,2.16,0.0,0.185,0.038
7,707,2.16,0.0,0.166,0.0
7,708,2.16,0.0,0.392,0.0
7,709,2.16,0.0,0.162,0.0
7,710,2.16,0.0,0.222,0.006
7,713,2.16,0.0,1.158,0.0
7,716,2.16,0.0,0.115,0.0
7,717,2.16,0.0,0.177,0.0
7,718,2.16,0.0,0.097,0.0
7,719,2.16,0.0,0.164,0.0
7,720,2.16,0.0,0.089,0.0
7,721,2.16,1.706,0.945,0.0
7,722,2.16,1.741,0.124,0.0
7,723,2.16,1.737,0.077,0.0
7,727,2.16,0.0,0.082,0.0
7,728,2.16,0.0,0.114,0.0
7,731,2.16,0.0,0.135,0.0
7,732,2.16,0.0,0.058,0.0
7,733,2.16,0.0,0.127,0.0
7,734,2.16,0.0,0.163,0.0
7,735,2.16,0.0,0.229,0.0
7,736,2.16,0.0,0.176,0.025
7,738,2.16,0.0,0.131,0.331
7,739,2.16,0.0,0.227,0.45
7,740,2.16,0.0,0.149,0.544
7,741,2.16,0.0,0.317,0.619
7,742,2.16,0.0,0.171,0.681
7,744,2.16,0.0,0.096,0.744
7,747,2.16,0.0,0.074,0.713
7,750,2.16,0.0,0.146,0.331
7,752,2.16,0.0,0.202,0.294
7,754,2.16,0.0,0.271,0.1
7,755,2.16,0.0,0.671,0.0
7,757,2.16,0.0,1.17,0.0
7,758,2.16,0.0,0.264,0.0
7,759,2.16,0.0,0.255,0.0
7,762,2.16,0.0,0.216,0.006
7,763,2.16,0.0,0.216,0.0
7,767,2.16,0.0,0.084,0.0
7,770,2.16,1.708,0.076,0.0
7,771,2.16,1.724,0.124,0.0
7,772,2.16,1.728,0.05,0.0
7,778,2.16,0.0,0.117,0.0
7,782,2.16,0.0,0.281,0.0
7,784,2.16,0.0,0.108,0.0
7,785,2.16,0.0,0.362,0.094
7,787,2.16,0.0,0.121,0.444
7,788,2.16,0.0,0.051,0.538
7,791,2.16,0.0,0.11,0.706
7,792,2.16,0.0,0.087,0.725
7,793,2.16,0.0,0.083,0.731
7,794,2.16,0.0,0.11,0.725
7,796,2.16,0.0,0.107,0.663
7,797,2.16,0.0,0.09,0.613
7,798,2.16,0.0,0.117,0.544
7,800,2.16,0.0,0.245,0.35
7,802,2.16,0.0,0.068,0.113
7,803,2.16,0.0,0.157,0.006
7,805,2.16,0.0,0.401,0.0
7,807,2.16,0.0,0.826,0.0
7,808,2.16,0.0,1.175,0.0
7,809,2.16,0.0,1.066,0.0
7,811,2.16,0.0,0.115,0.0
7,812,2.16,0.0,0.16,0.0
7,814,2.16,0.0,0.12,0.0
7,815,2.16,0.0,0.114,0.0
7,816,2.16,0.0,0.099,0.0
7,817,2.16,1.747,0.069,0.0
7,818,2.16,1.722,0.103,0.0
7,819,2.16,1.736,0.073,0.0
7,820,2.16,0.292,0.122,0.0
7,821,2.16,0.0,0.056,0.0
7,826,2.16,0.0,0.126,0.0
7,827,2.16,0.0,0.078,0.0
7,829,2.16,0.0,0.099,0.0
7,831,2.16,0.0,0.099,0.0
7,832,2.16,0.0,0.104,0.038
7,834,2.16,0.0,0.327,0.375
7,836,2.16,0.0,0.216,0.575
7,837,2.16,0.0,0.294,0.638
7,838,2.16,0.0,0.719,0.681
7,839,2.16,0.0,0.187,0.713
7,841,2.16,0.0,0.077,0.744
7,843,2.16,0.0,0.103,0.725
7,846,2.16,0.0,0.099,0.55
7,847,2.16,0.0,0.14,0.463
7,849,2.16,0.0,0.225,0.25
7,850,2.16,0.0,0.143,0.125
7,851,2.16,0.0,0.292,0.0
7,852,2.16,0.0,0.442,0.0
7,853,2.16,0.0,0.159,0.0
7,855,2.16,0.0,1.119,0.0
7,856,2.16,0.0,1.127,0.0
7,858,2.16,0.0,1.107,0.0
7,859,2.16,0.0,1.087,0.0
7,862,2.16,0.0,0.146,0.0
7,864,2.16,0.0,0.781,0.0
7,866,2.16,1.745,0.115,0.0
7,867,2.16,1.742,0.085,0.0
7,868,2.16,1.75,0.078,0.0
7,870,2.16,0.0,0.069,0.0
7,875,2.16,0.0,0.095,0.0
7,876,2.16,0.0,0.123,0.0
7,877,2.16,0.0,0.094,0.0
7,878,2.16,0.0,0.106,0.006
7,879,2.16,0.0,0.109,0.0
7,880,2.16,0.0,0.132,0.025
7,884,2.16,0.0,0.049,0.481
7,888,2.16,0.0,0.088,0.663
7,890,2.16,0.0,0.114,0.35
7,892,2.16,0.0,0.399,0.388
7,896,2.16,0.0,0.138,0.063
7,898,2.16,0.0,0.333,0.031
7,899,2.16,0.0,0.393,0.006
7,900,2.16,0.0,1.51,0.0
7,901,2.16,0.0,1.234,0.0
7,902,2.16,0.0,1.19,0.0
7,903,2.16,0.0,1.043,0.0
7,905,2.16,0.0,1.128,0.0
7,906,2.16,0.0,0.663,0.0
7,909,2.16,0.0,0.141,0.0
7,913,2.16,1.714,0.103,0.0
7,916,2.16,0.71,0.097,0.0
7,917,2.16,0.0,0.086,0.006
7,919,2.16,0.0,0.093,0.0
7,920,2.16,0.0,0.083,0.0
7,921,2.16,0.0,0.1,0.0
7,922,2.16,0.0,0.083,0.0
7,923,2.16,0.0,0.108,0.0
7,924,2.16,0.0,0.081,0.0
7,925,2.16,0.0,0.094,0.0
7,926,2.16,0.0,0.11,0.0
7,927,2.16,0.0,0.274,0.0
7,928,2.16,0.0,0.154,0.0
7,929,2.16,0.0,0.081,0.075
7,930,2.16,0.0,0.253,0.294
7,932,2.16,0.0,0.117,0.55
7,933,2.16,0.0,0.071,0.625
7,934,2.16,0.0,0.088,0.681
7,935,2.16,0.0,0.236,0.725
7,936,2.16,0.0,0.266,0.75
7,938,2.16,0.0,0.143,0.763
7,939,2.16,0.0,0.107,0.506
7,940,2.16,0.0,0.097,0.556
7,941,2.16,0.0,0.075,0.506
7,943,2.16,0.0,0.061,0.194
7,944,2.16,0.0,0.132,0.244
7,945,2.16,0.0,0.059,0.188
7,951,2.16,0.0,1.147,0.0
7,953,2.16,0.0,1.193,0.0
7,955,2.16,0.0,0.255,0.0
7,956,2.16,0.0,0.138,0.0
7,959,2.16,0.0,0.732,0.0
7,960,2.16,0.0,0.29,0.0
7,961,2.16,1.67,0.118,0.0
7,962,2.16,1.717,0.096,0.0
7,963,2.16,1.705,0.096,0.0
7,965,2.16,0.0,0.082,0.0
7,966,2.16,0.0,0.102,0.0
7,967,2.16,0.0,0.069,0.0
7,968,2.16,0.0,0.121,0.0
7,970,2.16,0.0,0.126,0.0
7,971,2.16,0.0,0.071,0.0
7,972,2.16,0.0,0.116,0.0
7,974,2.16,0.0,0.117,0.0
7,975,2.16,0.0,0.121,0.0
7,976,2.16,0.0,1.177,0.0
7,977,2.16,0.0,0.895,0.013
7,978,2.16,0.0,0.234,0.038
7,981,2.16,0.0,0.12,0.075
7,982,2.16,0.0,0.541,0.069
7,984,2.16,0.0,0.074,0.375
7,985,2.16,0.0,0.084,0.338
7,986,2.16,0.0,0.099,0.381
7,987,2.16,0.0,0.071,0.806
7,989,2.16,0.0,0.078,0.363
7,990,2.16,0.0,0.081,0.375
7,991,2.16,0.0,0.09,0.456
7,992,2.16,0.0,0.069,0.231
7,994,2.16,0.0,0.192,0.094
7,995,2.16,0.0,0.175,0.006
7,996,2.16,0.0,0.091,0.0
7,998,2.16,0.0,0.066,0.0
7,999,2.16,0.0,0.477,0.0
7,1000,2.16,0.0,1.176,0.0
7,1002,2.16,0.0,0.158,0.0
7,1003,2.16,0.0,0.107,0.0
7,1004,2.16,0.0,0.139,0.0
7,1005,2.16,0.0,0.109,0.0
7,1006,2.16,0.0,0.089,0.0
7,1007,2.16,0.0,0.104,0.0
7,1008,2.16,0.0,0.073,0.0
7,1009,2.16,1.679,0.8,0.0
7,1010,2.16,1.684,0.07,0.0
7,1011,2.16,1.685,0.097,0.0
7,1016,2.16,0.0,0.09,0.0
7,1017,2.16,0.0,0.096,0.0
7,1018,2.16,0.0,0.077,0.0
7,1019,2.16,0.0,0.106,0.0
7,1020,2.16,0.0,0.065,0.0
7,1021,2.16,0.0,0.139,0.0
7,1024,2.16,0.0,0.344,0.006
7,1025,2.16,0.0,0.338,0.069
7,1026,2.16,0.0,0.139,0.356
7,1027,2.16,0.0,0.109,0.4
7,1029,2.16,0.0,0.076,0.613
7,1031,2.16,0.0,0.086,0.756
7,1033,2.16,0.0,0.094,0.513
7,1035,2.16,0.0,0.101,0.363
7,1036,2.16,0.0,0.108,0.294
7,1037,2.16,0.0,0.345,0.188
7,1038,2.16,0.0,0.151,0.188
7,1039,2.16,0.0,0.072,0.219
7,1041,2.16,0.0,0.105,0.281
7,1043,2.16,0.0,0.085,0.006
7,1045,2.16,0.0,1.183,0.0
7,1046,2.16,0.0,1.088,0.0
7,1048,2.16,0.0,1.173,0.0
7,1049,2.16,0.0,1.202,0.0
7,1050,2.16,0.0,1.101,0.0
7,1051,2.16,0.0,1.028,0.0
7,1052,2.16,0.0,0.79,0.0
7,1053,2.16,0.0,0.167,0.0
7,1055,2.16,0.0,0.095,0.0
7,1057,2.16,1.687,0.058,0.0
7,1060,2.16,1.71,0.053,0.0
7,1062,2.16,0.0,0.049,0.0
7,1065,2.16,0.0,0.092,0.0
7,1066,2.16,0.0,0.104,0.0
7,1070,2.16,0.0,0.294,0.0
7,1071,2.16,0.0,0.178,0.0
7,1072,2.16,0.0,0.113,0.006
7,1073,2.16,0.0,0.401,0.038
7,1074,2.16,0.0,0.269,0.063
7,1077,2.16,0.0,0.128,0.225
7,1078,2.16,0.0,0.171,0.375
7,1083,2.16,0.0,0.108,0.763
7,1085,2.16,0.0,0.229,0.619
7,1086,2.16,0.0,0.115,0.431
7,1087,2.16,0.0,0.163,0.294
7,1088,2.16,0.0,0.153,0.081
7,1089,2.16,0.0,0.168,0.319
7,1091,2.16,0.0,0.122,0.006
7,1092,2.16,0.0,0.097,0.0
7,1094,2.16,0.0,1.172,0.0
7,1099,2.16,0.0,1.009,0.0
7,1101,2.16,0.0,0.136,0.0
7,1102,2.16,0.0,0.11,0.0
7,1103,2.16,0.0,0.099,0.0
7,1105,2.16,1.701,0.063,0.0
7,1106,2.16,1.706,0.142,0.0
7,1108,2.16,1.713,0.141,0.0
7,1111,2.16,0.0,0.095,0.0
7,1112,2.16,0.0,0.098,0.0
7,1113,2.16,0.0,0.098,0.0
7,1117,2.16,0.0,0.075,0.0
7,1118,2.16,0.0,0.12,0.0
7,1119,2.16,0.0,0.179,0.0
7,1121,2.16,0.0,0.1,0.019
7,1124,2.16,0.0,0.093,0.225
7,1125,2.16,0.0,0.095,0.631
7,1129,2.16,0.0,0.146,0.619
7,1133,2.16,0.0,0.072,0.606
7,1135,2.16,0.0,0.075,0.381
7,1136,2.16,0.0,0.111,0.288
7,1137,2.16,0.0,0.158,0.088
7,1138,2.16,0.0,1.212,0.031
7,1139,2.16,0.0,0.334,0.0
7,1140,2.16,0.0,0.095,0.0
7,1141,2.16,0.0,0.435,0.0
7,1142,2.16,0.0,0.997,0.0
7,1144,2.16,0.0,1.088,0.0
7,1146,2.16,0.0,1.036,0.0
7,1148,2.16,0.0,0.163,0.0
7,1149,2.16,0.0,0.078,0.0
7,1150,2.16,0.0,0.145,0.0
7,1151,2.16,0.0,0.91,0.006
7,1153,2.16,1.701,0.122,0.0
7,1154,2.16,1.707,0.116,0.0
7,1158,2.16,0.0,0.129,0.0
7,1159,2.16,0.0,0.117,0.0
7,1164,2.16,0.0,0.111,0.0
7,1165,2.16,0.0,0.098,0.0
7,1166,2.16,0.0,0.162,0.0
7,1167,2.16,0.0,0.11,0.0
7,1168,2.16,0.0,0.168,0.038
7,1170,2.16,0.0,0.078,0.363
7,1173,2.16,0.0,0.11,0.631
7,1176,2.16,0.0,0.088,0.656
7,1180,2.16,0.0,0.138,0.706
7,1184,2.16,0.0,0.127,0.069
7,1186,2.16,0.0,0.121,0.013
7,1188,2.16,0.0,0.12,0.0
7,1189,2.16,0.0,0.219,0.0
7,1192,2.16,0.0,0.607,0.0
7,1194,2.16,0.0,1.104,0.0
7,1196,2.16,0.0,0.169,0.0
7,1200,2.16,0.0,0.069,0.0
7,1201,2.16,1.757,0.099,0.0
7,1203,2.16,1.702,0.09,0.0
7,1209,2.16,0.0,0.076,0.0
7,1210,2.16,0.0,0.097,0.0
7,1211,2.16,0.0,0.09,0.0
7,1212,2.16,0.0,0.084,0.0
7,1213,2.16,0.0,0.108,0.0
7,1214,2.16,0.0,0.097,0.0
7,1215,2.16,0.0,0.316,0.0
7,1217,2.16,0.0,0.179,0.025
7,1218,2.16,0.0,0.105,0.075
7,1219,2.16,0.0,0.068,0.294
7,1222,2.16,0.0,0.38,0.688
7,1226,2.16,0.0,0.1,0.775
7,1227,2.16,0.0,0.196,0.738
7,1229,2.16,0.0,0.19,0.663
7,1232,2.16,0.0,0.119,0.375
7,1234,2.16,0.0,0.144,0.006
7,1235,2.16,0.0,0.165,0.0
7,1236,2.16,0.0,0.468,0.0
7,1237,2.16,0.0,1.16,0.0
7,1238,2.16,0.0,1.113,0.0
7,1241,2.16,0.0,1.216,0.0
7,1248,2.16,0.0,0.987,0.0
